rp,i,width,u,ld,t0,e,w,curveID
0.1,86.42422518944409,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve151
0.1,82.84845037888816,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve152
0.1,79.27267556833225,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve153
0.1,75.69690075777633,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve154
0.1,72.1211259472204,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve155
0.1,68.5453511366645,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve156
0.1,64.96957632610858,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve157
0.1,61.39380151555265,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve158
0.1,57.81802670499674,0.0006670185793059216,0.1 0.3,quadratic,0.0,0.0,0.0,curve159
0.1,90.0,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve160
0.1,86.57293141779833,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve161
0.1,83.14586283559667,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve162
0.1,79.718794253395,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve163
0.1,76.29172567119333,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve164
0.1,72.86465708899166,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve165
0.1,69.43758850679001,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve166
0.1,66.01051992458834,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve167
0.1,62.583451342386674,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve168
0.1,59.15638276018501,0.0007454418880841294,0.1 0.3,quadratic,0.0,0.0,0.0,curve169
0.1,90.0,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve170
0.1,86.71377989987816,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve171
0.1,83.42755979975632,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve172
0.1,80.14133969963447,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve173
0.1,76.85511959951263,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve174
0.1,73.5688994993908,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve175
0.1,70.28267939926896,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve176
0.1,66.99645929914712,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve177
0.1,63.710239199025274,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve178
0.1,60.42401909890343,0.000833085652709491,0.1 0.3,quadratic,0.0,0.0,0.0,curve179
0.1,90.0,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve180
0.1,86.847419086289,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve181
0.1,83.69483817257799,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve182
0.1,80.54225725886698,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve183
0.1,77.38967634515598,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve184
0.1,74.23709543144497,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve185
0.1,71.08451451773396,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve186
0.1,67.93193360402296,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve187
0.1,64.77935269031195,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve188
0.1,61.62677177660095,0.000931033948916044,0.1 0.3,quadratic,0.0,0.0,0.0,curve189
0.1,90.0,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve190
0.1,86.97441138607749,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve191
0.1,83.94882277215498,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve192
0.1,80.92323415823248,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve193
0.1,77.89764554430997,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve194
0.1,74.87205693038746,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve195
0.1,71.84646831646495,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve196
0.1,68.82087970254244,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve197
0.1,65.79529108861993,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve198
0.1,62.769702474697425,0.0010404983103657853,0.1 0.3,quadratic,0.0,0.0,0.0,curve199
0.1,90.0,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve200
0.1,87.0952489707751,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve201
0.1,84.1904979415502,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve202
0.1,81.28574691232531,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve203
0.1,78.38099588310041,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve204
0.1,75.47624485387551,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve205
0.1,72.57149382465062,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve206
0.1,69.6667427954257,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve207
0.1,66.76199176620082,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve208
0.1,63.85724073697592,0.0011628327142469011,0.1 0.3,quadratic,0.0,0.0,0.0,curve209
0.1,90.0,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve210
0.1,87.21036599817427,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve211
0.1,84.42073199634854,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve212
0.1,81.6310979945228,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve213
0.1,78.84146399269709,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve214
0.1,76.05182999087135,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve215
0.1,73.26219598904562,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve216
0.1,70.47256198721989,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve217
0.1,67.68292798539416,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve218
0.1,64.89329398356844,0.00129955032877224,0.1 0.3,quadratic,0.0,0.0,0.0,curve219
0.1,90.0,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve220
0.1,87.32014820173328,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve221
0.1,84.64029640346655,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve222
0.1,81.96044460519983,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve223
0.1,79.28059280693309,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve224
0.1,76.60074100866636,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve225
0.1,73.92088921039964,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve226
0.1,71.24103741213291,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve227
0.1,68.56118561386619,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve228
0.1,65.88133381559945,0.0014523422297297447,0.1 0.3,quadratic,0.0,0.0,0.0,curve229
0.1,90.0,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve230
0.1,87.4249405092776,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve231
0.1,84.84988101855522,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve232
0.1,82.27482152783284,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve233
0.1,79.69976203711045,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve234
0.1,77.12470254638805,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve235
0.1,74.54964305566567,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve236
0.1,71.97458356494329,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve237
0.1,69.39952407422089,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve238
0.1,66.8244645834985,0.00162309831759201,0.1 0.3,quadratic,0.0,0.0,0.0,curve239
0.1,90.0,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve240
0.1,87.52505316544251,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve241
0.1,85.05010633088504,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve242
0.1,82.57515949632756,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve243
0.1,80.10021266177007,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve244
0.1,77.62526582721259,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve245
0.1,75.15031899265512,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve246
0.1,72.67537215809763,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve247
0.1,70.20042532354014,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve248
0.1,67.72547848898267,0.0018139306939110632,0.1 0.3,quadratic,0.0,0.0,0.0,curve249
0.1,90.0,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve250
0.1,87.62076670278336,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve251
0.1,85.24153340556671,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve252
0.1,82.86230010835008,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve253
0.1,80.48306681113344,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve254
0.1,78.1038335139168,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve255
0.1,75.72460021670015,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve256
0.1,73.34536691948351,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve257
0.1,70.96613362226688,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve258
0.1,68.58690032505024,0.0020271997861436666,0.1 0.3,quadratic,0.0,0.0,0.0,curve259
0.1,90.0,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve260
0.1,87.71233601616254,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve261
0.1,85.42467203232508,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve262
0.1,83.13700804848763,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve263
0.1,80.84934406465017,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve264
0.1,78.5616800808127,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve265
0.1,76.27401609697525,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve266
0.1,73.98635211313778,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve267
0.1,71.69868812930034,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve268
0.1,69.41102414546287,0.0022655435440481152,0.1 0.3,quadratic,0.0,0.0,0.0,curve269
0.1,90.0,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve270
0.1,87.79999373096786,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve271
0.1,85.59998746193573,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve272
0.1,83.3999811929036,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve273
0.1,81.19997492387145,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve274
0.1,78.99996865483931,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve275
0.1,76.79996238580718,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve276
