sector,tessFile,curveID,tcorr,correlation,rp,i,width,u,ld,t0,e,w,reducedChiSq
sample_Sector0,HD_1397_b.fits,curve10,1343.6182235376546,0.7999744306086787,0.1,90.0,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28869.118192001406
sample_Sector0,HD_1397_b.fits,curve11,1343.6182235376546,0.8006852821628266,0.1,82.09858589779962,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28867.12239477889
sample_Sector0,HD_1397_b.fits,curve12,1343.6182235376546,0.8027917738459865,0.1,74.19717179559923,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28861.25051594821
sample_Sector0,HD_1397_b.fits,curve13,1343.6182235376546,0.8062013266250712,0.1,66.29575769339884,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28851.84826625213
sample_Sector0,HD_1397_b.fits,curve14,1343.6182235376546,0.8107330394832984,0.1,58.39434359119847,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28839.493743431765
sample_Sector0,HD_1397_b.fits,curve15,1343.6182235376546,0.8161128286959713,0.1,50.4929294889981,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28824.992212463963
sample_Sector0,HD_1397_b.fits,curve16,1343.6168346502263,0.8225932475782873,0.1,42.59151538679771,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28812.40130543794
sample_Sector0,HD_1397_b.fits,curve17,1343.6210013129755,0.8295629114804595,0.1,34.69010128459733,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28787.66892582146
sample_Sector0,HD_1397_b.fits,curve18,1343.6237790880632,0.8340344767942586,0.1,26.78868718239694,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28767.68692379644
sample_Sector0,HD_1397_b.fits,curve19,1332.0820732657105,0.8400924956779167,0.1,18.887273080196568,0.00014069409234469308,0.1 0.3,quadratic,0.0,0.0,0.0,28921.286964542905
sample_Sector0,HD_1397_b.fits,curve20,1343.6182235376546,0.8126326101868142,0.1,90.0,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28858.481193917072
sample_Sector0,HD_1397_b.fits,curve21,1343.6182235376546,0.8131714327253119,0.1,82.89211334246801,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28856.73174770607
sample_Sector0,HD_1397_b.fits,curve22,1343.6182235376546,0.8147585926637324,0.1,75.78422668493597,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28851.56345442216
sample_Sector0,HD_1397_b.fits,curve23,1343.6182235376546,0.8172783898662388,0.1,68.67634002740397,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28843.215940325303
sample_Sector0,HD_1397_b.fits,curve24,1343.6182235376546,0.8205354644781564,0.1,61.56845336987195,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28832.09173048263
sample_Sector0,HD_1397_b.fits,curve25,1343.6182235376546,0.8242930654445819,0.1,54.46056671233993,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28818.757111240786
sample_Sector0,HD_1397_b.fits,curve26,1343.6168346502263,0.8288140738903664,0.1,47.35268005480794,0.00015723590480619734,0.1 0.3,quadratic,0.0,0.0,0.0,28806.98149895698
